original_frame_id,q_m,proposal_id,source_layer,formal_v4_label,v5_decision,decision_reason,static_verified_active,drawer_verified_active,static_verified_fraction,drawer_verified_fraction,accepted_causal_disocclusion_events,static_contradiction_veto,drawer_contradiction_veto,region_directory
209,0.3002295680213606,frame_209_layer_28,28,unknown,UNKNOWN,insufficient_positive_physical_evidence,2,2,1.0,1.0,0,False,False,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_001/regions/096_frame_209_layer_28
210,0.3002295680213606,frame_210_layer_0,0,unknown,UNKNOWN,insufficient_positive_physical_evidence,1,0,1.0,0.0,0,False,False,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_001/regions/097_frame_210_layer_0
210,0.3002295680213606,frame_210_layer_3,3,unknown,UNKNOWN,insufficient_positive_physical_evidence,1,0,1.0,0.0,0,False,False,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_001/regions/098_frame_210_layer_3
210,0.3002295680213606,frame_210_layer_6,6,unknown,UNKNOWN,insufficient_positive_physical_evidence,1,1,1.0,1.0,0,False,False,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_001/regions/099_frame_210_layer_6
210,0.3002295680213606,frame_210_layer_10,10,unknown,UNKNOWN,insufficient_positive_physical_evidence,1,1,1.0,1.0,0,False,False,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_001/regions/100_frame_210_layer_10
210,0.3002295680213606,frame_210_layer_28,28,unknown,UNKNOWN,insufficient_positive_physical_evidence,1,1,1.0,1.0,0,False,False,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_001/regions/101_frame_210_layer_28
211,0.3002295680213606,frame_211_layer_0,0,unknown,UNKNOWN,insufficient_positive_physical_evidence,0,0,0.0,0.0,0,False,False,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_001/regions/102_frame_211_layer_0
211,0.3002295680213606,frame_211_layer_3,3,unknown,UNKNOWN,insufficient_positive_physical_evidence,0,0,0.0,0.0,0,False,False,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_001/regions/103_frame_211_layer_3
211,0.3002295680213606,frame_211_layer_6,6,unknown,UNKNOWN,insufficient_positive_physical_evidence,0,0,0.0,0.0,0,False,False,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_001/regions/104_frame_211_layer_6
211,0.3002295680213606,frame_211_layer_10,10,unknown,UNKNOWN,insufficient_positive_physical_evidence,0,0,0.0,0.0,0,False,False,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_001/regions/105_frame_211_layer_10
211,0.3002295680213606,frame_211_layer_28,28,unknown,UNKNOWN,insufficient_positive_physical_evidence,0,0,0.0,0.0,0,False,False,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_001/regions/106_frame_211_layer_28
212,0.3002295680213606,frame_212_layer_0,0,unknown,UNKNOWN,insufficient_positive_physical_evidence,0,0,0.0,0.0,0,False,False,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_001/regions/107_frame_212_layer_0
212,0.3002295680213606,frame_212_layer_3,3,unknown,UNKNOWN,insufficient_positive_physical_evidence,0,0,0.0,0.0,0,False,False,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_001/regions/108_frame_212_layer_3
212,0.3002295680213606,frame_212_layer_6,6,unknown,UNKNOWN,insufficient_positive_physical_evidence,0,0,0.0,0.0,0,False,False,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_001/regions/109_frame_212_layer_6
212,0.3002295680213606,frame_212_layer_10,10,unknown,UNKNOWN,insufficient_positive_physical_evidence,0,0,0.0,0.0,0,False,False,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_001/regions/110_frame_212_layer_10
212,0.3002295680213606,frame_212_layer_28,28,unknown,UNKNOWN,insufficient_positive_physical_evidence,0,0,0.0,0.0,0,False,False,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_001/regions/111_frame_212_layer_28
213,0.3002295680213606,frame_213_layer_0,0,unknown,UNKNOWN,insufficient_positive_physical_evidence,0,0,0.0,0.0,0,False,False,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_001/regions/112_frame_213_layer_0
213,0.3002295680213606,frame_213_layer_6,6,unknown,UNKNOWN,insufficient_positive_physical_evidence,0,0,0.0,0.0,0,False,False,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_001/regions/113_frame_213_layer_6
213,0.3002295680213606,frame_213_layer_10,10,unknown,UNKNOWN,insufficient_positive_physical_evidence,0,0,0.0,0.0,0,False,False,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_001/regions/114_frame_213_layer_10
213,0.3002295680213606,frame_213_layer_28,28,unknown,UNKNOWN,insufficient_positive_physical_evidence,0,0,0.0,0.0,0,False,False,/workspace_whz_worktrees/funrec-assignment-v3_outputs/geometry_interior_v5/unknown_116_physical_events_001/regions/115_frame_213_layer_28
