track_id,label,reason,unique_frame_count,q_span_m,q_span_fraction,static_median_residual_m,static_p90_residual_m,static_max_residual_m,E_static_m,drawer_median_residual_m,drawer_p90_residual_m,drawer_max_residual_m,E_drawer_m,observation_confidence
771,unknown,unknown_low_excitation,6,0.0,0.0,0.02431750977641281,0.04612065990186514,0.05720463293450676,0.04612065990186514,0.02431750977641306,0.04612065990186541,0.05720463293450748,0.04612065990186541,0.9999842445055643
772,unknown,unknown_low_excitation,4,0.0,0.0,0.014252660833886176,0.02088065578322022,0.023438365150405937,0.02088065578322022,0.014252660833886176,0.02088065578322022,0.023438365150405937,0.02088065578322022,1.0
773,unknown,unknown_low_excitation,6,0.0,0.0,0.01715761041884289,0.035420412008482206,0.038701956711457236,0.035420412008482206,0.017157610418842718,0.03542041200848227,0.03870195671145747,0.03542041200848227,1.0
774,unknown,unknown_low_excitation,6,0.0,0.0,0.02587651338000596,0.06321574795232784,0.06617177195781535,0.06321574795232784,0.02587651338000596,0.06321574795232784,0.06617177195781535,0.06321574795232784,0.9999953905741373
775,unknown,unknown_low_excitation,6,0.0,0.0,0.02099427508969721,0.06447345430797527,0.07242927125669914,0.06447345430797527,0.020994275089697256,0.0644734543079753,0.07242927125669937,0.0644734543079753,0.9956899583339691
776,unknown,unknown_low_excitation,5,0.0,0.0,0.017236593308311714,0.04795273694327935,0.05973352042437748,0.04795273694327935,0.017236593308311773,0.047952736943279346,0.059733520424377476,0.047952736943279346,0.9999767780303955
777,unknown,unknown_low_excitation,4,0.0,0.0,0.01769479477311107,0.025503838314536887,0.026241519157778222,0.025503838314536887,0.017694794773110936,0.025503838314536967,0.026241519157778365,0.025503838314536967,1.0
778,unknown,unknown_low_excitation,6,0.0,0.0,0.018545093505039002,0.04091863990456338,0.044916192682104,0.04091863990456338,0.018545093505039002,0.04091863990456338,0.044916192682104,0.04091863990456338,0.9999999403953552
779,unknown,unknown_low_excitation,5,0.0,0.0,0.01805364582843094,0.03100518874193022,0.035641549360528546,0.03100518874193022,0.01805364582843094,0.03100518874193022,0.035641549360528546,0.03100518874193022,0.9999992609024048
780,unknown,unknown_low_excitation,5,0.0,0.0,0.03196803809410194,0.07115213941679811,0.08613977292683879,0.07115213941679811,0.03196803809410194,0.07115213941679811,0.08613977292683879,0.07115213941679811,0.9999969720840454
781,unknown,unknown_low_excitation,5,0.0,0.0,0.0135752185173764,0.04756083031738863,0.06443870062764043,0.04756083031738863,0.0135752185173764,0.04756083031738863,0.06443870062764043,0.04756083031738863,0.9999261856079101
782,unknown,unknown_low_excitation,4,0.0,0.0,0.016531009126586792,0.02354785328489706,0.024752133177638056,0.02354785328489706,0.016531009126586886,0.023547853284897047,0.02475213317763801,0.023547853284897047,1.0
783,unknown,unknown_low_excitation,4,0.0,0.0,0.01530696835630841,0.0275043342787955,0.03183931312501845,0.0275043342787955,0.015306968356308454,0.02750433427879534,0.031839313125018226,0.02750433427879534,0.999999612569809
784,unknown,unknown_insufficient_support,3,0.0,0.0,0.02353692278963404,0.02612501999073269,0.026772044291007352,0.02612501999073269,0.02353692278963404,0.02612501999073269,0.026772044291007352,0.02612501999073269,1.0
785,unknown,unknown_insufficient_support,2,0.0,0.0,0.00996880869952308,0.009968808699523298,0.009968808699523353,0.009968808699523298,0.00996880869952308,0.009968808699523298,0.009968808699523353,0.009968808699523298,0.9999998807907104
